duration,packet_count,byte_count,src_bytes,dst_bytes,syn_count,failed_connections,label
0.392,184,39298.7,11582.7,27716.0,59,4,Attack
3.426,39,21814.8,8067.9,13746.9,7,0,Normal
0.453,178,74746.5,21874.5,52872.0,55,4,Attack
3.458,43,20697.9,10586.5,10111.5,2,0,Normal
2.314,50,33076.3,24942.4,8133.9,6,0,Normal
1.006,201,41902.0,4501.6,37400.4,81,5,Attack
0.872,46,29857.5,23971.2,5886.3,2,0,Normal
2.512,51,22182.4,15327.6,6854.7,8,1,Normal
3.387,40,18796.5,6758.9,12037.6,2,1,Normal
3.528,36,16144.5,11828.7,4315.7,4,0,Normal
0.96,40,16546.2,8748.2,7798.1,3,0,Normal
2.665,54,29071.3,19148.4,9922.9,2,0,Normal
1.282,186,59102.9,9059.5,50043.4,67,2,Attack
2.373,48,23945.9,20365.7,3580.2,1,2,Normal
1.601,54,24319.3,10672.2,13647.1,7,0,Normal
1.42,48,22276.7,10506.0,11770.7,3,0,Normal
1.743,49,30673.0,17042.5,13630.5,5,0,Normal
1.276,180,86912.3,42709.0,44203.3,69,3,Attack
2.468,184,77767.5,36873.7,40893.8,63,4,Attack
1.664,39,20727.1,12473.8,8253.3,1,1,Normal
1.926,211,75491.4,14918.4,60573.0,62,4,Attack
2.771,47,19939.1,12039.5,7899.6,2,0,Normal
0.295,180,41356.5,14136.6,27219.9,65,2,Attack
0.182,193,55779.6,17899.9,37879.6,69,3,Attack
2.785,191,63761.1,12190.3,51570.9,72,4,Attack
2.071,50,23928.8,16283.3,7645.5,1,0,Normal
1.849,173,55213.5,10358.5,44855.0,65,3,Attack
4.474,48,21636.9,10422.2,11214.7,1,0,Normal
1.797,57,17750.4,11589.8,6160.6,5,0,Normal
10.259,46,26780.2,15190.1,11590.1,5,0,Normal
0.538,200,31250.7,9020.5,22230.2,76,3,Attack
2.332,49,28805.8,11988.1,16817.6,3,0,Normal
0.643,45,22527.0,17764.3,4762.7,7,1,Normal
0.719,192,25662.8,7945.1,17717.7,81,4,Attack
0.851,198,28750.8,7072.0,21678.8,66,2,Attack
2.602,51,26651.8,14245.1,12406.7,3,0,Normal
2.271,58,25150.8,15881.1,9269.7,5,0,Normal
3.103,48,33412.2,11921.0,21491.3,1,0,Normal
0.197,196,87258.4,37581.3,49677.1,74,3,Attack
0.653,46,20629.1,8968.3,11660.8,3,0,Normal
0.839,50,26484.2,14936.4,11547.7,5,0,Normal
0.287,41,20052.4,16897.9,3154.5,5,2,Normal
2.733,50,29154.4,11945.3,17209.1,7,1,Normal
1.09,194,43191.1,7714.6,35476.5,65,3,Attack
4.941,61,29126.5,16312.4,12814.0,3,0,Normal
1.145,43,25239.0,10119.5,15119.6,3,0,Normal
4.134,34,19284.7,10194.2,9090.5,4,1,Normal
1.002,45,20635.9,14581.8,6054.1,2,1,Normal
1.854,220,15035.7,7276.5,7759.2,93,3,Attack
4.224,42,21113.7,10278.5,10835.2,4,1,Normal
2.591,51,26883.2,12604.2,14279.0,6,0,Normal
1.475,185,56239.5,11876.9,44362.6,59,4,Attack
1.274,189,78163.8,20793.7,57370.2,67,3,Attack
3.328,35,16035.1,7741.9,8293.1,3,0,Normal
3.347,48,16804.3,12429.0,4375.3,5,1,Normal
0.994,170,53466.3,20001.6,33464.7,50,3,Attack
0.804,206,72801.4,28875.5,43925.9,69,5,Attack
2.25,37,20116.7,16341.1,3775.6,1,0,Normal
0.673,201,46222.0,14380.0,31841.9,64,2,Attack
1.483,54,26632.6,10984.1,15648.5,4,0,Normal
3.396,45,19852.6,11696.2,8156.4,3,0,Normal
0.352,188,49433.8,3062.6,46371.1,59,1,Attack
6.974,50,31404.0,22789.2,8614.8,4,1,Normal
0.97,190,46094.0,18475.6,27618.4,70,2,Attack
7.32,48,24353.2,17276.5,7076.7,3,0,Normal
1.451,199,12160.9,814.5,11346.4,61,5,Attack
2.077,48,30224.9,17716.4,12508.5,6,1,Normal
1.157,49,25955.3,17734.9,8220.4,4,1,Normal
2.035,195,111162.6,29907.7,81255.0,67,5,Attack
6.312,45,19270.9,14184.9,5086.0,4,1,Normal
0.529,166,46591.1,6828.5,39762.6,69,5,Attack
5.928,43,22146.8,13253.3,8893.6,4,0,Normal
3.497,39,17731.4,14309.0,3422.4,2,0,Normal
0.538,227,25414.5,11864.9,13549.6,88,5,Attack
2.573,43,14782.2,8177.3,6604.9,2,0,Normal
2.585,186,70768.2,9641.5,61126.7,75,4,Attack
0.752,43,21551.8,10337.9,11214.0,3,1,Normal
